User Name,Star,Review Title,Review Text,Review Posted Time
mparsons-43081,9,A different kind of Marvel movie,Was a great time. A lot of action. Very good story. It's a different feel than other Marvel movies.,11-Sep-21
starjump,8,Mystical magic.,"This is one of my favourite Marvel origin films.

The storyline, visuals, the cast, fight and stunt scenes were amazing. In fact I'd say it was beautiful and respectfully made.

Simu is perfect as Shang-Chi, sorry I doubted his casting as kept thinking of Jung from Kim's Convenience (good show).",10-Sep-21
mayakonstantinidou,10,Jaw dropping movie,Just watched the movie and i am speechless. The fight scenes were absolutely perfect and made my jaw drop. The character's were perfect and the little bit of comedy that was added made the movie even more amazing. If i could watch this movie again for the first time i would because the experience was out of this world.,10-Sep-21
kehlar,10,End-of-your-seat actions,"Saw this on opening night and it was soooo worth it! Amazing fighting sequences and choreography, amazing cinematography, amazing acting (especially by legendary Tony Leung), and the storyline is interesting and moving. Lots of LOL moments and surprise guest appearances. I rarely pay the $15 to see a movie in the theater but this one I will do again!",10-Sep-21
stingrayfins,8,"Beautiful, imaginative, and refreshing.","The action, martial arts, and cinematography is top-notch. I find myself nodding in awe and saying ""wow"" in many scenes. I'm left craving for more action. I love the idea of power being combined with skill. The martial arts element really adds creativity and a whole new world of moves and skills open up. It's not a bunch of powerful people throwing out nonstop blasts or a strong thing throwing brute punching left and right.

The world is beautiful. The musical guides you. The tone filled with art and symbolism. Beautiful all around. And shoutout to Ronny Chieng! Seeing him make an appearance was pretty funny.

With some of the weaker elements I will have to point to the pacing. There were a few moments that felt dragged out or unnecessary. Some screen time was given to certain characters that didn't need it and they should focus a little more time on certain relationships.

Overall I enjoyed the movie and lot and was left craving for more.",10-Sep-21
saurabhpathare,10,"Magic, rings and comedy 😍",null,10-Sep-21
pdqpaul,8,entertaining,"I enjoyed watching it, but the movie is overrated, it's ok, but I'm clueless as to why the critics gave this such high ratings. To much hype.",9-Sep-21
womerashed,10,This is what i expected,What a outstanding movie.there was full of entertainment. I enjoyed alot.,5-Sep-21
gerardodiazes,10,Not disappointed,So far one of the best movies that I have seen in recent years. One of my 10 tops.,5-Sep-21
Jackjack-123,10,Go Watch It!,null,4-Sep-21
enmcanada,10,Best Movie of MCU,First review ever. All I have to say is you need to see the phenomenon for yourself.,4-Sep-21
akellashashank,7,An enjoyable ride throughout.,""" If you aim at nothing, you get nothing ""

Shang chi gets most of the part right with crazy action choreography which is undoubtedly the major attraction. First act is racy and has crazy action episodes and later, the recurring flashbacks served the story purpose but at the same time, slightly hindered the flow. Not a big issue though as the action part kicks in and makes up for it. Third act ten rings action visuals are pretty damn good and the water formation is breathtaking which reminded me of Raya.

New guy "" Simu Liu "" owned the Shang chi role, as his efforts are clearly visible on the screen. Especially during action episodes , he nailed it with his quick reflexes, even Meng'er Zhang as Chi's sister did put up an impressive act and Awkwafina provided a bit of humor with her quirky attitude . Fala Chen is so beautiful, i fell head over heels for her smile. The man, Tony Leung stood tall and delivered with panache, his presence worked big time. Always love to see Michelle Yeoh on the screen , she got that aura which pulls me in. Trevor and Morris stole the show, loved their bonding :)

Over all , with couple of surprises , good performances , amazing score , striking visuals and top notch action pieces makes this one an enjoyable ride throughout. Had a good time at the cinemas. Simu Liu is a fine addition to the MCU. Easily deserves solid 7-7.5 rating !!

First post credit scene is whistle worthy moment , JUST WOW!!!",4-Sep-21
funwithcharts,9,Really enjoyed!,"Top 5 Marvel movies for me. I loved the action and fight scenes, music, cinematography and set colors, and the humor. I genuinely liked the main characters and rooted for them. It's 100% worth seeing! I want to see it a second time.",4-Sep-21
randygood-52860,9,Fun Night at the Movies!,"Smart, Funny, and Beautiful, hits the right strings with a good pace. Awkwafina's Katy really grows in the film and grows on you. Solid performances from legendary Yeoh and Leung. Although most of the movie it's easy to forget it's in the MCU, Fun callback to a previously thrown away character and also a nice bridge to known elements of the MCU. Plenty of new fare for figuring out the next phase of the MCU (and multiverse?). Two end credit scenes so stick around.",4-Sep-21
CinemaAmazing,10,Brilliant,"Visually outstanding, the choreography of the fight scenes was one of the greatest I ever watched in recent movies. Michelle Yeoh own every single scene that she was on it and Awkwafina was funny as ever. And the story? Great, some plot twists and with great clues to follow the next phase of the MCU!",2-Sep-21
rgkarim,9,"Not Quite a Ten, But Very Good Ring to Add To the Collection","Likes

Great Pacing: Shang Chi has a lot of things built into the tale as it tries to make an origin story fit so far into the movie series. With all the information, there might be worry of the pace being off, but surprisingly it is done super well. Never really dragging, but not moving a blinding pace (mostly), Shang Chi's combination tales keeps things moving but not flying over the important elements to connect with characters. The cast gets ample time to give us their backstories, piece together all the cluse of this dynamic drama puzzle, and not sacrifice on the action to come.

Character Development: The trailers may have you thinking this is a modern martial arts film, and in a sense they would be right. However, the movie takes it one step further and goes beyond the punches to instead give the characters some soul and layers compared to the legendary films of the past. Shang's life is complicated and torn between light and dark, his sister as well experiencing the drama in her own manner that parallels the main protagonist. Even the antagonist has layers far beyond what we normally get from the Marvel group, and I loved how well their lines mixed together to make this melodramatic family story fit naturally into the Marvel universe.

The Surprise Cameo: Can't say much without spoiling, but if you are like me, then you will not be disappointed who shows up in the film. Several questions are answered with this character's return and with it many laughs to be had in the manner very familiar to Marvel fans. The inclusion of this character also holds an important (albeit stretch) plot element to give a little more meaning behind it, and I loved the choices they made to include him in the big picture.

The Cultural Influence: Like Black Panther and the African Culture, Shang Chi integrates so much of the cultural values of the Asian provinces into this movie. The costumes are stunning takes on the traditional attire, bringing the past to light while also sewing in some modern styles to jazz up the outfits. Concepts of family honor, the customs to practicing Marshal Arts, and the honoring of family are well-integrated into the story and help give the predictable tale some extra Kung Fu kick. The architecture of most of the setting breathes new life to the typical cityscapes that have been made famous in Marvel, and the legends of the Ten rings scream of the Asian mythology that is seeped int heir history. I loved how well these things were merged into a Marvel tale, and though again a little predictable and flaunting, really elevated the origin story to stand out from so many others.

The CGI Finally Disney has invested in making their movies show off what the studio can do. Shan Chi and the bunch have plenty of amazing things to overuse the computer effects that the modern era loves. Special effects for the action scenes has more realism to it then Black Widow executed, the creatures you will see have a lot more polish and fluidity to their movements, and the special effects involving the ten rings are fluid and holding depth that I felt has been missing in some recent Marvel projects.

The Acting: A great part played by all members on this film, extras included, Shang Chi's cast shows that acting is not dead and characters can be utilized well. Simu Liu as the lead was fantastic, and his campaign for being in this movie could not have ended up with better results. He holds much of the prodigal martial artist, disciplined and focused to be an avid fighter capable of crushing his enemies with his style. However, he also has that troubled layer in the past to watch that helped spread his emotional spectrum. Awkwafina is still the same cooky role she always plays, but this time gets a little more balance and heroism compared to the other characters she has heralded as in the past. I loved how well she was used in this film, and how great she complemented Simu in this role. Leung brings a lot of pizazz to the character, once again giving us an antagonist with so much more than the scowl and fist, and I felt was a perfect casting to play the opponent of Shang Chi. So many other great actors and actresses in this film, but due to time restrictions I have to move on, but trust me they did well in their performances.

The Comedy: Awkwafina is often used too much for making us laugh, and Disney has struggled with forcing a lot of comedy to make it kid friendly. However, Shang Chi has taken some steps back into discipline and used the comedy well to break up the ice. Dialogue goes a long way to breaking in the laughs, with well-timed jokes and gags being the solid punch to the gut with comedy. There are several ridiculous inclusions in this film that at first seem out of place, but then roll back in to be an extravagant joke that had great set up. And the throw in references that come with it and you get a shining beacon of awesomeness that comes with this movie. It's all done so well and I was very happy with the results.

The Action: My bread and butter for most of the Marvel movies, Shang Chi delivered very well on this film's action exposé. The art of choreographed battles brings another homage to Asian culture, and with it fantastic fights that had more bite and impressive skill use then half of the Marvel cinema. It's exciting, it's dynamic, and most of the fights have a different feel to them than what you might expect. Used well in the story, there is purpose behind the inclusion of the battles and each one has a different meaning and stakes behind it than simply punching and kicking. Even more so, the strategies behind them and what is required to win, accomplishes a level of storytelling that has been lost in the modern era, so well done on that too.

A Bit More Adult: The movie is definitely showing Marvel's modernization into the 21st century, and takes a risk of making this film darker and more adult than other installments. Cursing is definitely increased in this one, with plenty of swear words filling the dialogue, but not to the point of being overdone. No F bombs, but some of the language has got a little more bite, so caution. In addition, the tone of the tale is darker, and the sunshine and rainbows of Thor, Captain America, and Guardians is left in the dust for a grittier tale, which again is a plus.

Some of the political moments: While nowhere as bad as 75% of movies today, Shang Chi does sometimes get a bit preachy with the agenda politics of the film. Taking time out to rub it in our faces with an obvious line stating, ""Look what I had to do,"" was a bit of showboating that I could have done without. Yet even this dislike is marginal, given it's very little occurring, has some nice moments that build off of it, and sometimes has a fun lesson or joke built in.

A Little More Action:

The action in this movie is great, and I loved how much of it flowed and accomplished what I was expecting of the film, and things I was not expecting. Yet there were times where a moment of fighting felt a little forced, namely the chase scenes with vehicles that seemed like an afterthought. However, the fights at the end needed some more time for me, and perhaps a little more bouncing between the battles occurring at the same time. Star Wars has done this successfully in the past, showing all manners of battling and giving you a big scope of the battle. Shang Chi has done this better than several of the Marvel films, but still had some room to give us more looks at the other characters kicking butt. The battle is lengthy enough, I'll agree to that, but a little more showing off of the other warriors would have rounded this fight to perfection for me.

The VERDICT:

Shang Chi finally made me feel like we were back into the realm of Marvel I fell in love with years ago. A cultural building world with both origin and story continuation, this hero's quest had all the makings of a fun, exciting and swift adventure we were expecting. Buried beneath the amazing fights and special effects, was a deeper movie than I had expected, using their characters well and integrating them to serve a purpose. Balanced comedy with a cultural inclusion and politics did not steal away from the main theme of the movie, and giving it that adult touch was a plus in my book, though again caution with your little ones watching it. As for limitations, I agree there is predictability and familiarity with the movie, but the fresh twist and balance helps rejuvenate the formula and add minimize the impact of the limitations for me. Though I will say a little better wider scope battle is still needed by them. Overall, my scores for this film are:

Action/Adventure/Fantasy: 9.0-9.5 Movie Overall: 8.5-9.0.",3-Sep-21
salimalq,8,Would Recommended,The movie had a generic story but Really cool cinematography and fighting choreography with a couple references to some classic kung fu movies. Acting was good overall with some beautiful synergy between some characters.,2-Sep-21
guskeller,6,Comsumability over Creativity,"Shang-Chi and the Legend of the Ten Rings is a prime example of consumability over creativity. Because of its formulaic nature, Shang-Chi will be indulged by many and revered by few. Everything about the script can be predicted and, by design, feels similar to its MCU predecessors. Technically, Shang-Chi seems crafted by a board room rather than specialized artists. The direction is indistinguishable, the production design is sterile, and the effects are ambitious but tonally incompatible. There are occasional visual delights but the cinematography is often executed for efficiency over artistry. None of this is necessarily upsetting but it gives Shang-Chi a bland undertone. Ultimately, this movie is competent and universally inoffensive but lacks genuine excitement or freshness.

On the positive side, the cast elevates the material. Awkwafina feels perfectly placed, Tony Leung Chiu-wai brings respectability, and Simu Liu is both likable and impressive in his choreography. Some fight scenes are fun, especially Simu Liu's first battle. That fight, in particular, is the most engaging part of the film and feels like a slightly new dynamic for the MCU. Unfortunately, that is all overshadowed by Disney's calculated monotony, leaving Shang-Chi and the Legend of the Ten Rings to be another forgettable step in Disney's long line of safe bets.

* Writing: 5/10 * Direction: 6/10 * Cinematography: 6/10 * Acting: 7/10 * Editing: 6/10 * Sound: 6/10 * Score/Soundtrack: 7/10 * Production Design: 6/10 * Casting: 7/10 * Effects: 7/10

Overall Score: 6.3/10.",3-Sep-21
erikrikaya,9,no online streaming it's hard to watch during this pandemic,"Very satisfied when watching at the cinema, but still very difficult when watching it at home. At first I underestimated this film, I thought it would be bad, but I was totally wrong. A very good film, the CGI visual effects are very capable and rich. I will watch it for the 2nd time. 9/10 for me. I'm satisfied.",3-Sep-21
leogeorgeburton,9,What a Comeback,null,21-Sep-21
sj7075-292-151006,3,"Boring, recycled, charmless, by order propaganda","Have you watched a Marvel action superhero movie before?

What if you've watched, ALL the Marvel superhero movies?

Then you're in for some HOT garbage in this movie, as this was made to order, copying EVERY scene from other Marvel movies.

I mean every fight scene just felt like I'd watched it before, except now the characters doing them I had even less connection with. I'm bored with fights on buses and trains and people leaping around scaffolding. Every Marvel movie has a fight scene on a bus or a train, but this one felt REALLY recycled.

Getting back round to the characters, besides Shang Chi, I can't remember his sisters name, or his weird friends name, who served zero purpose in the movie, accept serving as a loud mouthed joke teller. It was almost as if they wanted a Kevin Hart like star, but had to settle with Awkwafina? And Shang's sister? Just added nothing to the story or the movie. She looked NOTHING like Shang either, or her younger self, the casting was well off there.

Ben Kingsley showing up was amusing, but honestly that was it when it cames to laughs. You could see every joke coming up 30 seconds before it was delivered, because it was a recycled joke from other Marvel superhero movie.

Wong and The Abomination make a cameo appearance in this movie, but their addition is given NO CONTEXT, and makes zero sense, and adds nothing to the movie or their own stories.

Overall, I'd just say every character felt, just like a Chinese copy or a character you've already seen in a Marvel movie before. By the end, I felt like I had watched a propaganda movie made by the CCP. It was like ordering a Chinese, except it came drowned in a bath of Chinese sauce, served on a bed of soggy Chinese mythology. Even the post credit scene wasn't worth sticking around to watch as it contains Marvel's most hated character to ever get a movie in it.",11-Sep-21
neilbowers,9,Ignore the 1* reviews. This is so much better than they're saying.,null,10-Sep-21
linnjsl,10,Amazing and new!,Best Marvel movie in the recent times! Great action and just enough humour rather than the usual Marvel OTT. Strong character development makes them relatable and connected. Nice pace with beautiful fight scenes. Impressive overall!,4-Sep-21
hareenambati,7,Good story 👍,Shang chi and the legend of ten rings i good can help Marvel's 4th phase to get better.,3-Sep-21
kevinleenorwood,4,Marvel's Movie Quality is Changing to Nothing More Than A Message Board,null,11-Sep-21
kennyboga78,3,A very weal MCU movie,"I really dont get why this movie gets all this praise..... It starts fine with some fine marshall arts and a drop of humor. Then its slows down on to exposition hell for a while full hour, before it rounds of with a weak climax

One of the weakest MCU movies together with Black widow, Thor 2, Antman.2 and The hulk if it counts.",6-Sep-21
syysqcwm,8,Decent story. Final action sequences outstanding,"Generally speaking, the story has nothing special to me, but still good and solid. What I really find outstanding are many of the action scenes. The action and CGI in the final act are amazing, definitely one of the best in the entire MCU.

I'd like to point out the soundtrack, it's really good.",3-Sep-21
DarkVulcan29,9,Finally a new kind of marvel story,null,27-Sep-21
m-nicholson-95203,9,Marvels most Soulful movie,"This is a beautiful movie; visual and filled with soul. Although it's your standard Marvel stop-the-bad-guys film, that aspect is overshadowed by the great family story. The ""villain"" has purpose that makes you resonate with his desire - and the actor delivers that perfectly. Entire cast is great. Awkwafina is the normal person thrown into the foray , Simu Liu might be a newcomer for most but as a Toronto resident, I'm bias and rooting for him. Film is clean, great for family. And for those long time Marvel cinematic watchers, yes it does tie into the big picture.",19-Sep-21
iriaveiga,10,"Thrilling, funny, really well made","Definitely a great Marvel movie. Great story, marvelous cast, you can't miss a beat!",19-Sep-21
chauhanom-95332,10,About marvel,"Best marvel solo movie must watch in theaters.

Action scenes are awesome, characters are good and post-credit scene will give goosebumps.",19-Sep-21
levius-46895,10,Anyone rating this movie less then a 8 needs to be drug tested,"This Movie was AMAZING ,beautiful to look at and had awesome action scenes as well as gripping story that at times even pulled on your heart strings. This is hands down one of the best MARVEL films that's ever come out so far. WOW, WHAT A DARN MOVIE!!!!",18-Sep-21
jdgan,4,The best fight scenes but the worst comedy.,"The film has some of the most engaging fight scenes of any Marvel movie that came before, courtesy of the late Brad Allan (Kingsman). They feel so fluid, stylish and clear. It was perfect.

The Asian representation is also a welcome addition to the Marvel Universe. They've done it successfully before with African Culture in Black Panther and here, it's just as good. Who knows what this might bring to the Comic Book Genre in the future? Maybe we could get a proper Cassandra Cain and Lady Shiva adaptation?

Unfortunately, the comedy here is bad, though not as bad as Black Widow. There is one moment though, where the comedy ends up being the worst in the MCU. On a plane, Shang Chi recalls his past to Katy and we are treated to engaging flashbacks. The drama and emotion are there.......and then the stewardess interrupts them by asking if they want either vegetarian or beef, killing the mood completely. It's those moments that I hate the most in the entire MCU that kill off any potential drama, moments like Gamora kicking Starlord in Avengers Endgame, the destruction of Asgard being played for laughs in Thor Ragnarok, etc.

The pacing is kind of slow.

The character development is also a problem as we don't really see enough development of Shang-Chi himself, as he's sidelined in favor of Katy or Shang-Chi's sister. He does get some development but it's not enough.

On the positive side though, the acting is good, it's well cast, it's well shot, and we finally got an actual Mandarin but that's about it.",16-Sep-21
Prismark10,6,Shang-Chi and the Legend of the Ten Rings,"Disney/Marvel has been applauded for its ethnic diversity in their superhero movies.

There is a danger that it could evolve into a cookie cutter approach. Take the easy way out and follow the Black Panther formula.

Shang-Chi and the Legend of the Ten Rings does ride that wave.

Shaun/Shang-Chi (Simu Liu) is a slacker in San Francisco parking cars along with best friend Katy (Awkwafina.) Both live an easy lifestyle that involves hard partying. Their other friends have settled down and gone for career goals.

For Shaun everything changes when he is attacked one day on the bus. Katy discovers that Shaun has some whip smart martial arts moves.

Shaun believes that his father Wenwu a notorious gangster has sent the goons. His sister might also be in danger and flies off to find her.

Indeed Wenwu is an infamous and long lived immortal thanks to the Ten Rings. He changed his bad ways when he met and married a woman from a mystical land called Tal-Lo which is in another dimension.

Now Wenwu wants to be reunited with his children and go to Tal-Lo to free their mother who he believes is calling out to him. It might be a trap.

As in Black Widow, the Marvel Universe is building up to its next phase of superheroes and villains. You sense that there is more to come and again this feels low stakes.

Several characters pop in from previous Marvel movies. Liverpool FC is the soccer team of choice for Marvel.

There is some balletic martial arts sequences and some inspired Jackie Chan type moves.

However the shadow of Black Panther is not far away. The finale is too CGI heavy and it turns into a Godzilla monster on monster type bash with elements of Dune.",16-Sep-21
pxc-40578,9,Love it!,Definitely worth the ticket! Great action and fight plots.,12-Sep-21
joey259-895-807348,9,A great movie of Marvel,"Excellent Marvel movie that teaches us the history of Shang-Chi. The fight scenes are grand, the story fascinating, and the other scenes are divine. In short, a magical film.",12-Sep-21
bankofmarquis,8,See Shang-Chi on the Big Screen,"The new Marvel Super Hero film, SHANG-CHI and the LEGEND OF THE TEN RINGS is the kind of film that deserves to be seen on the big screen and Writer/Director Destin Daniel Cretton (JUST MERCY) has crafted a film that earns that statement.

Based on the Marvel comic book character (of course), SHANG-CHI tells the tale of...well...Shang-Chi a financially struggling - but happy - Valet in San Francisco who has a family secret.

Writer/Director Cretton has crafted a whimsical, mythological, mystical and action packed film that settles in at the top end of the Marvel Cinematic Universe family of films.

At the center, newcomer Simu Liu (KIM'S CONVENIENCE) more than holds his own as the newest Super Hero in the MCU. He is grounded, centered and more sure than unsure as he discovers his abilities and his family's secrets. He is a worthy addition to this world of Superheroes.

Joining him is the remarkable Awkwafina (CRAZY, RICH ASIANS) as his best friend, sidekick who handles the drama comedy and action with aplomb. This film makes some smart choices with this character and Awkwafina shines.

The rest of the cast/characters are equally as strong from Tony Chi-Wai Leung (as Shang-Chi's father) to Meng'er Zhang (as Shang-Chi's sister) and good ol' Michelle Yeoh (as Shang-Chi's Aunt) bring strong characters to life. They all shine.

This film also brings back a character from a previous MCU film that somewhat redeems the poorly conceived character from his earlier appearance. I won't spoil it by saying who it is, but I liked what the MCU did with this character.

But, this being a Marvel movie, all of these performances anchor a bigger picture that is filled with action, action and more action - and something else, something mystical.

Here is where Director Cretton really shines. The action scenes are interestingly staged and choreographed well. The first fight (the bus fight that is shown in the trailer) and a fight on scaffolding both particularly work well.

This film does delve into the mystical in the last 1/3 and in Cretton's hands, this ends up working well instead of being comical or inane. I bought what was going on and was rooting for our heroes to defeat the undefeatable, fantastical creatures.

To be honest, the ""final battle"" didn't really live up to the rest of the film so that brings this film down a notch, but this movie did what it needed it to do, it opened up a whole new area of the Marvel Cinematic Universe - in both character and locations - and I am anxious to see where they go from here.

Try to see SHANG-CHI on the Big Screen, the visuals are worth it.

Letter Grade A- (the finale needed to be better)

8 stars (out of 10) and you can take that to the Bank(ofMarquis)",12-Sep-21
thevipinsingh,7,Great visual with Generic Storyline,"The movie is more like an action movie than a superhero one.

The action are visual treat for audience but the storyline is not.

However, considering the character introduction, it is still a good movie to watch.

But certainly not the best MCU character introduction.

Some animation scenes are really beautiful and the eastern mythology is always an inspiration.",12-Sep-21
dmv_gary,7,Actually quite a well-done movie,"Wasn't expecting much due to the recent Black Widow experience, but was fairly surprised by the quality of this film. The storyline is still the cliche origin story, but this one has good action sequences, good character building, good exploration into the core ideas of our culture, good representation of some of the mythical beens in it, actors speaking actual Mandarin Chinese not some weird ones with alien accents that Hollywood used to think is Chinese. Phase 4 of MCU looks a bit more promising after this. A solid 6 for pass.

1 more star for Leung Chiu-Wai, this is one of those where the ""villain"" is more likeable than the protagonist. Without his performance this whole thing would have been so mundane.",12-Sep-21
stanfilmguy,6,"Good martial art fight scenes, but that's it","The martial art scenes that aren't full of cgi are beautiful and a nice tribute to old cinema. But after that it breaks down. It's a predictable cgi fest, with mediocre characters.

I thought Awakafina was great, everyone else was average. Though it was meant to be a martial arts superhero film, it ended up just a marvel film.

I enjoyed it. But it was forgettable, and sorry to mention it again but the cgi got on my nerves. The dragons and stuff where ok cgi but got repetitive.

Overall worth watching, but noting special. Except the martial arts where beautiful.",11-Sep-21
hegdeaakash,6,"A good first half, but then it fails","This is a good movie I'm not denying that -- there's amazing CGI, good music and a very promising premise. For the first half the movie does great. But the second half seems very weak. The characters start making whimsical decisions and the story starts feeling very rushed. I really wish they could have kept it together though. The movie was slower than most Marvel movies and I was liking that fact too.",11-Sep-21
vigneshgopathi,8,Excellent 👌,"Absolutely enjoyed the film from first to last.... truly aa blockbuster.

Must watch film... At another blockbuster from Marvel studios.",9-Sep-21
brenta-41684,9,A definite watch!,"This movie had amazing visuals, awesome fight scenes, and great and lovable characters. All in all this movie is very enjoyable and should be experienced on the big screen.",9-Sep-21
afwhitepigeon,10,In a word: Stunning.,"Shang-Chi will likely be heralded as the ""Chinese Black Panther,"" but in truth, this is the film Black Panther wants to be when it grows up. Easily top-5 in the MCU, and probably competes with Guardians of the Galaxy for my favorite of the bunch.

There are several nods to the wider universe, and if you're a die-hard fan, they'll be quite rewarding, but they never distract from this mostly self-contained story.

This movie is at times seriously, laugh-out-loud funny, but it never falls into the trap of allowing humor to undermine its emotional moments. Ben Kingsley and Awkwafina give particularly standout performances. And if the latter's, shall we say, overt comedic style can get grating for you, know that not only does she deliver it in small doses, but she also has some surprisingly heartfelt moments, too.

Perhaps the most spectacular feature of this movie is its stuntwork. There are multiple incredibly long, exceedingly well-choreogrphed fight scenes. There are some which are the most creative, crazy, acrobatic fights since Jackie Chan's glory days in Hong Kong Cinema. Others take clear inspiration from the dance-like wirework of Wuxia films like Crouching Tiger, Hidden Dragon, even borrowing one of its lead actors for one of them. Throughout, the camerawork is clear, without the rapid-fire cutting that pervades much of Hollywood. The cinematography at times takes wide angles to really showcase, rather than mask, its stunt performers. At other times, the cameraman is treated as another performer, right in the heart of the acrobatic choreography.

While the the practical stunts will get lots of attention, the visual effects are just as beautiful, taking full advantage of the blockbuster budget. There are elemental effects that prove that a live-action Avatar: The Last Airbender movie could work. There are creatures that range from cute, cuddly animals to monsters that would make Kaiju films jealous. This movie even pulls off the difficult trick of making energy-based sci-fi weapons seem raw and visceral.

In the center of all this spectacle is a surprisingly resonant personal story about a broken family. Tony Leung gives an incredible performance, making a millenia-old, super-powered warlord not just sympathetic, but even relatable. The titular character embodies one of the film's central themes of bringing together aspects of disparate influences to forge a unique identity. The other lead has a similar story, but hers is arguably even more compelling.

All in all, Shang-Chi is a film that does just about everything right, and it does so while bringing its own fresh take, not just to the MCU, but to Hollywood filmmaking in general. They really knocked it out of the park with this one.",8-Sep-21
qayyimahmed,10,"Great fun, would rewatch",null,7-Sep-21
faraazattar,10,I enjoyed it!,"Though this film had quite lame and straightforward storyline but it's amazing direction, fantastic acting by all the cast members, beautiful visuals and cgi work, action sequences and the balance between humor and emotion makes it 10 times better film and a treat for marvel fans. It carries a great potential for the future of the MCU. For me this is the best film of 2021 until now and I truly enjoyed it and hope to see Shang Chi more in the MCU.",7-Sep-21
hawao,10,BEAUTIFUL Scenery,Shang-chi is amazing. That's all I have to say purr.,7-Sep-21
vsoni-00420,10,Best movie ever,BLOCKBUSTER in block capital letters. What a movie. Amazing experience and great CGI.,7-Sep-21
iambabyhuey,10,Spectacular beautiful visually amazing,This movie was start to finish pure entertainment and it did not disappoint. Beautiful choreography and visually stunning. O and that ending wow it was like a dance of visual effects almost mind-numbingly Beautiful like a trance hats off to everyone involved in this 100% pure entertainment.,7-Sep-21
WyttBobee,10,Amazing New MCU Hero,"Let me just say I didn't know what to expect going into this movie, but I'm glad I bought the tickets. The story was amazing and the fighting scenes were really good choreographed and just overall top tier camerawork, the actor who played him is amazing and the movie was amazingly funny definitely worth watching.",7-Sep-21
yohjimboe,10,11 out of 10,It's fun to see actors from other movies. Grand master and crouching tiger hidden dragon.,7-Sep-21
allanjiang,8,A new age for Marvel. Visually stunning.,"This was a powerful film for Asians everywhere, as Marvel takes into an era of inclusion and expansion.

Story wise, Shang Chi was good, not great, but solid. Displays Asian values perfectly. I found a few of the Chinese lines irritating to hear, as a native Mandarin speaker.

The martial arts sequences were simply amazing. Fights scenes were captivating and beautiful, with superb special affects on top of the actual martial arts. With the Eternals coming up, Marvel is clearly upping its CGI and special affects making much more cinematographic films.

My only complaint was the ending, went from one of Marvel's best into Godzilla. I don't think you'll find anyone praising it. A weak ending for an overall amazing film.",7-Sep-21
rucharruchar,9,FULL OF ACTION PACKED SOLO SUPERHERO MOVIE,"POSITIVES

1. Action and funny scenes 2. Characters 3. Mystical creatures

NEGATIVES

1. Darkness 2. Speed of story fluctuate 3. If ten rings have been there for 1000 years, then why not show it earlier in other fights?",7-Sep-21
jprice-38253,10,A Chinese Sci-Fi Fantasy Masterpiece! Ya just can't call it a bad movie....,"How can anyone give such a movie a 5/10 or below??? Really?! It's stunningly beautiful in its very own way, the kung fu, the humor, the visuals, the atmosphere, everything, SO GOOD! I'm just gonna leave it to that! Please go watch it and please ignore the bad reviews. People are so stupid that they just don't know what a good movie is anymore smh.",7-Sep-21
justinns-28568,8,So glad this did well,"Where to start, I'll start by saying the choreography is the best in any movie ever made, easily, the cinematography and colouring is also effing fantastic, Simu pulled off a fantastic performance of amazing martial arts, a goofy dude who wasn't annoying, and pulled off emotional scenes very well, CGI was fantastic, the motivations for the plot were as well, I don't think it's perfect because there were some pacing issues, I felt a little bored in the third act for some reason, maybe it was a result of being tired to be honest so that's not they're fault. Great movie.

TINY TINY SPOILER ABOUT POST CREDIT SCENES But I did leave with a bad taste in my mouth because the critics said the post credit scenes were endgame level hype and I was so excited, expected Tobey and/or Andrew, or some x-men, spoiler alert, not even close, wasn't that good. So that is not the movies fault, just lower your credit scene expectations if you're freaking out about it.",7-Sep-21
myralynortiz,8,"Packed with action, humor, and a beautiful story",null,7-Sep-21
jonathantocchet-39133,9,Awesome!!!,"An awesome action adventure fantasy movie with great comedic timing and a compelling storyline and character arc. One of the best marvel origin story's ever. Satisfying climax and one of the best choreography ever. Great CGI, music, and cinematography. A great compelling storyline that leaves you on the edge of your seat. The villain and hero have a great relationship that leaves you with mixed feelings about the good vs hero Dynamic. In the end awesome film.",7-Sep-21
bhester0806,9,Absolutely incredible one of the MCUS best,Top 5 greatest marvel movies ever made. The choreography of the fights are beautiful. The cgi is beautiful the story is beautiful. Just watch it.,7-Sep-21
mitigatedmania,10,Stunning,"This movie was stunning. From the visual effects to the heart of the story to the phenomenal cast. I laughed, I cried and sat on the edge of my seat. Well worth taking the risk during the pandemic to go see this one in the theater. The music was great as well. Will definitely buy it when it comes out for rewatch. One of the best Marvel movies IMO.",7-Sep-21
null,null,Exciting and heartwarming,null,null
nehaakhtar-86217,10,Good movie,Watched the movie on release date and wasnt sure as I didnt see much advertisement on it. But I can say the movie was amazing. The characters casted worked well for the. But my favourite had to be Trevor!!,6-Sep-21
tommow,10,Fantastic film. One of the best in the MCU,A must watch for MCU fans and fans of martial arts movies.,6-Sep-21
